,title,img_link,alcohol,size,wine_type,sparkling,sweetness,grape_type,country,aroma,flavor,winery,color,food_pairing,charms,link
394,Casablanca Neblus ,http://www.wine.co.kr/upload/products/wineList/chile/CasablancaNeblus.png,13.8%,750ml,Red,Still,Dry,"카버네 소비뇽, 멜롯",칠레 카사블랑카 밸리,"향신료, 레드 커런트, 체리 등 붉은 베리 과실향, 시나몬 등","농익은 붉은 과실과 시나몬, 담배향이 입안에서 느껴지며, 부드럽고 벨베티한 탄닌, 균형잡힌 산도 그리고 탄탄한 구조감과 긴 여운을 자랑하고 있다.",Casablanca,밝은 루비-레드,"양고기 또는 소고기 등 육류, 바베큐, 치즈 등","그 해의 고품질의 가장 엄선된 와인으로만 생산하고 있는 카사블랑카의 아이콘 와인으로, 지금까지 2000, 2002, 2005, 2007년 빈티지만 생산되었음.",http://www.wine.co.kr/wine/177
395,Casablanca Nimbus Cabernet Sauvignon ,http://www.wine.co.kr/upload/products/wineList/chile/CasablancaNimbusCabernetSauvignon.png,14.0%,750ml,White,Still,Dry,"카버네 소비뇽, 기타",칠레 마이포 밸리,"자두,라즈베리,체리,검은 후추,담배,커피향 등 복합적인 아로마","뛰어난 집중도와 균형감, 부드럽고 농익은 탄닌 그리고 긴 여운을 선사함.",Casablanca,깊은 레드-보라색,"후추양념의 붉은 육류,돼지고기, 강한 맛의 치즈",,http://www.wine.co.kr/wine/173
396,Casablanca Nimbus Merlot ,http://www.wine.co.kr/upload/products/wineList/chile/CasablancaNimbusMerlot.png,14.0%,750ml,Red,Still,Dry,멜롯,칠레 카사블랑카 밸리,"블랙 베리, 블루 베리 등 검은 과실향과 프렌치 오크향","우아하고 복합적인 탄닌이 부드럽게 입안을 감싸며, 복잡하고 풍부한 과일향이 코를 자극함. 칠레의 떼루아를 그대로 반영하는 전형적인 와인을 느낄 수 있음.",Casablanca,깊은 바이올렛-루비-레드,"불고기, 미디움 소스의 파스타, 부드러운 치즈 등",,http://www.wine.co.kr/wine/174
397,Casablanca Nimbus Sauvignon Blanc ,http://www.wine.co.kr/upload/products/wineList/chile/CasablancaNimbusSauvignonBlanc.png,12.8%,750ml,White,Still,Dry,쇼비뇽 블랑,칠레 카사블랑카 밸리,"파인애플, 라임, 자몽 등 열대 과일향과 쟈스민,아카시아 등 꽃향","과일에서 나는 신선한 산도와 향을 그대로 느낄 수 있는 와인으로, 박하향과 함께 프루티하여, 시원하게 칠링 후 즐기기에 완벽한 와인.",Casablanca,밀짚색,"흰살 육류, 해산물, 조개, 샐러드, 과일 등",’07빈티지: Wine Advocate RP 90pts,http://www.wine.co.kr/wine/175
398,Casablanca Cefiro Reserva Cabernet Sauvignon ,http://www.wine.co.kr/upload/products/wineList/chile/CasablancaCefiroReservaCabernetSauvignon.png,14.0%,750ml,Red,Still,Dry,카버네 소비뇽,칠레 마이포 밸리,박하향의 잘익은 레드 과실향,"지중해 숲을 연상시키는 박하향과 함께 레드 과실향이 넘치며 집중된 맛과 완벽한 균형감, 기분 좋은 탄닌으로 음식 또는 와인 자체만으로 가볍게 즐기기좋음",Casablanca,깊고 밝은 루비 레드,"붉은 육류, 파스타, 단단한 치즈 등",‘세피로’는 바람의 여신이라는 뜻으로 모던하고 과실향이 풍부한 것이 특징입니다.,http://www.wine.co.kr/wine/168
399,Casablanca Cefiro Reserva Merlot ,http://www.wine.co.kr/upload/products/wineList/chile/CasablancaCefiroReservaMerlot.png,14.0%,750ml,Red,Still,Dry,멜롯,칠레 마이포 밸리,"레드 베리류의 풍부한 과실향, 바닐라향,쵸콜릿향의 우아한 조화","부드러운 탄닌과 붉은 과실향이 한데 어우러져 풍부한 향을 자랑하면서, 입안에서는 실키함을 느낄 수 있는 와인",Casablanca,빛나는 자줏빛,"돼지고기, 닭고기, 매콤한 음식, 치즈 등",‘세피로’는 바람의 여신이라는 뜻으로 모던하고 과실향이 풍부한 것이 특징입니다.,http://www.wine.co.kr/wine/169
400,Casablanca Cefiro Reserva Chardonnay ,http://www.wine.co.kr/upload/products/wineList/chile/CasablancaCefiroReservaChardonnay.png,13.8%,750ml,White,Still,Dry,샤도네이,칠레 카사블랑카 밸리,파인애플과 바나나향이 돋보이는 열대과실의 아로마,"상큼한 산도의 균형잡힌 와인이 입안을 감싸며, 부드러운 바닐라를 느낄 수 있음. 미디엄 바디의 풍부하고 복잡하면서 생생한 과일 맛을 선보임",Casablanca,밝은 황금색,"각종 해산물요리, 샐러드, 조개요리, 치즈, 흰살코기",‘세피로’는 바람의 여신이라는 뜻으로 모던하고 과실향이 풍부한 것이 특징입니다.,http://www.wine.co.kr/wine/178
401,Castello dAlbola Chianti Classico Riserva DOCG ,http://www.wine.co.kr/upload/products/wineList/italy/CastellodAlbolaChiantiClassicoRiservaDOCG.png,13.0%,750ml,Red,Still,Dry,기타,"이태리, 토스카나, 끼안티클라시코","바이올렛, 아이리스 등의 다양하고 정교한 향","아몬드, 타바코, 토스티한 우드향등이 조화를 잘 이룬 풀바디 와인으로 여운이 길어 인상적입니다.",조닌,숙성된 벽돌레드 빛의 심홍색,"붉은 육류, 숙성된 치즈, 잘 요리된 파스타",Berliner Wein Trophy 2007,http://www.wine.co.kr/wine/344
402,Castello dAlbola Chianti Classico DOCG ,http://www.wine.co.kr/upload/products/wineList/italy/CastellodAlbolaChiantiClassicoDOCG.png,12.5%,750ml,Red,Still,Dry,기타,"이태리, 토스카나, 끼안티클라시코",바이올렛의 정교한 향과 우아함,벨베티한 질감과 우수한 구조감이 절묘한 조화를 이루고 있는 정통 끼안티 클라시코 와인입니다.,조닌,심홍색으로 변해가는 루비레드,"붉은 육류, 잘 익은 치즈 외",2010 Wine Spectator Top 100와인 선정와인- 47위 90점(2007 빈티지),http://www.wine.co.kr/wine/340
403,Castello del Poggio Moscato dAsti DOCG ,http://www.wine.co.kr/upload/products/wineList/italy/CastellodelPoggioMoscatodAstiDOCG.png,5.5%,750ml,White,Sparkling,Sweet,모스카토,"이태리, 피에몬테, 아스티","사향, 복숭아, 나무 등에서 느낄 수 있는 각종 식물향이 함께 잘 어우러진 매우 고급스러운 아로마",모스카토 품종 특유의 달콤한 맛에 미세한 스파클링의 입안에 닿는 자극이 더해져 세련되고 상쾌한 매력이 돋보이는 고급 세미 스파클링 와인입니다.,조닌,화려한 황금빛 칼라,"사과, 치즈, 디저트",이태리 조닌 제품 중 최고의 인기 제품으로 클래식한 디자인의 DOCG이며 우수한 퀄리티의 모스카토,http://www.wine.co.kr/wine/341
404,Carlo Rossi Red 1500ml ,http://www.wine.co.kr/upload/products/wineList/america/20170328050017857.png,13.0%,1.5L,Red,Still,Semi Sweet,기타,"미국, 캘리포니아",풍부한 과일향,세미 스위트 타입의 와인으로 누구나 쉽게 즐길수 있는 대중적인 맛입니다.,Carlo Rossi,루비색,"소고기, 닭고기, 피자 등 기름진 음식","세미 스위트 타입의 이 와인은 와인을 처음 접하는 사람들에게 가장 적당하며 파티, 피크닉등 많은 사람이 함께 즐기면 좋습니다.",http://www.wine.co.kr/wine/657
405,Carlo Rossi Red 3000ml ,http://www.wine.co.kr/upload/products/wineList/america/20180601030513057.png,13.0%,3L,Red,Still,Semi Sweet,기타,"미국, 캘리포니아",풍부한 과일향,세미 스위트 타입의 와인으로 누구나 쉽게 즐길수 있는 대중적인 맛입니다.,Carlo Rossi,루비색,"소고기, 닭고기, 피자 등 기름진 음식","세미 스위트 타입의 이 와인은 와인을 처음 접하는 사람들에게 가장 적당하며 파티, 피크닉등 많은 사람이 함께 즐기면 좋습니다.",http://www.wine.co.kr/wine/654
406,Carlo Rossi Red 750ml ,http://www.wine.co.kr/upload/products/wineList/america/20170328044416055.png,13.0%,1L,Red,Still,Semi Sweet,기타,"미국, 캘리포니아",풍부한 과일향,세미 스위트 타입의 와인으로 누구나 쉽게 즐길수 있는 대중적인 맛입니다.,Carlo Rossi,루비색,"소고기, 닭고기, 피자 등 기름진 음식","세미 스위트 타입의 이 와인은 와인을 처음 접하는 사람들에게 가장 적당하며 파티, 피크닉등 많은 사람이 함께 즐기면 좋습니다.",http://www.wine.co.kr/wine/651
407,Carlo Rossi Moscato Sangria 750ml ,http://www.wine.co.kr/upload/products/wineList/america/20170328043213146.png,13.0%,750ml,White,Still,Sweet,기타,"미국, 캘리포니아",풍부한 과일향,스위트 타입의 와인으로 누구나 쉽게 즐길수 있는 대중적인 맛입니다.,Carlo Rossi,밝은 황금색,"샐러드, 닭고기","스위트 타입의 이 와인은 와인을 처음 접하는 사람들에게 가장 적당하며 파티, 피크닉등 많은 사람이 함께 즐기면 좋습니다.",http://www.wine.co.kr/wine/646
408,Carlo Rossi Sangria 1500ml ,http://www.wine.co.kr/upload/products/wineList/america/20170328045733020.png,13.0%,1.5L,Red,Still,Sweet,기타,"미국, 캘리포니아",풍부한 과일향,스위트 타입의 와인으로 누구나 쉽게 즐길수 있는 대중적인 맛입니다.,Carlo Rossi,루비색,"피자, 닭고기","세미 스위트 타입의 이 와인은 와인을 처음 접하는 사람들에게 가장 적당하며 파티, 피크닉등 많은 사람이 함께 즐기면 좋습니다.",http://www.wine.co.kr/wine/656
409,Carlo Rossi Sangria 750ml ,http://www.wine.co.kr/upload/products/wineList/america/20170328044150335.png,13.0%,750ml,Red,Still,Sweet,기타,"미국, 캘리포니아",풍부한 과일향,스위트 타입의 와인으로 누구나 쉽게 즐길수 있는 대중적인 맛입니다.,Carlo Rossi,루비색,"피자, 닭고기","세미 스위트 타입의 이 와인은 와인을 처음 접하는 사람들에게 가장 적당하며 파티, 피크닉등 많은 사람이 함께 즐기면 좋습니다.",http://www.wine.co.kr/wine/650
410,Carlo Rossi Sweet Red 1500ml ,http://www.wine.co.kr/upload/products/wineList/america/20170328043600810.png,13.0%,1L,Red,Still,Sweet,기타,"미국, 캘리포니아",풍부한 과일향,스위트 타입의 와인으로 누구나 쉽게 즐길수 있는 대중적인 맛입니다.,Carlo Rossi,루비색,"샐러드, 닭고기등 가금류","칼로로시 스위트 레드는 풍부한 과일향과 더불어 입안에서 상쾌한 단맛을 느낄 수 있는 와인 입니다. 라이트 바디이며, 부드럽게 입안에서 감싸주는 기분 좋은 붉은 과일 향이 특징이며 가벼운 모임이나 피크닉에서 함께 즐기기에 매우 좋은 와인 입니다.",http://www.wine.co.kr/wine/647
411,Carlo Rossi Sweet Red 3000ml ,http://www.wine.co.kr/upload/products/wineList/america/20170328044833104.png,13.0%,3L,Red,Still,Sweet,기타,"미국, 캘리포니아",풍부한 과일향,스위트 타입의 와인으로 누구나 쉽게 즐길수 있는 대중적인 맛입니다.,Carlo Rossi,루비색,"샐러드, 닭고기등 가금류","칼로로시 스위트 레드는 풍부한 과일향과 더불어 입안에서 상쾌한 단맛을 느낄 수 있는 와인 입니다. 라이트 바디이며, 부드럽게 입안에서 감싸주는 기분 좋은 붉은 과일 향이 특징이며 가벼운 모임이나 피크닉에서 함께 즐기기에 매우 좋은 와인 입니다.",http://www.wine.co.kr/wine/653
412,Carlo Rossi Sweet Red 750ml ,http://www.wine.co.kr/upload/products/wineList/america/20170328043827022.png,13.0%,750ml,Red,Still,Sweet,기타,"미국, 캘리포니아",풍부한 과일향,스위트 타입의 와인으로 누구나 쉽게 즐길수 있는 대중적인 맛입니다.,Carlo Rossi,루비색,"샐러드, 닭고기등 가금류","칼로로시 스위트 레드는 풍부한 과일향과 더불어 입안에서 상쾌한 단맛을 느낄 수 있는 와인 입니다. 라이트 바디이며, 부드럽게 입안에서 감싸주는 기분 좋은 붉은 과일 향이 특징이며 가벼운 모임이나 피크닉에서 함께 즐기기에 매우 좋은 와인 입니다.",http://www.wine.co.kr/wine/648
413,Carlo Rossi ICE Strawberry ,http://www.wine.co.kr/upload/products/wineList/america/20190726043459253.png,10.0%,750ml,Rose,Still,Semi Sweet,기타,"미국, 캘리포니아",잘 익은 쥬시한 스트로베리의 향,스트로베리,Carlo Rossi,맑고 투명한 체리빛,"각종 디저트, 달콤한 과일","강렬한 태양의 맛을 머금고 있는 과실에서 영감을 얻은 우아하고 상쾌한 맛의 와인! 시원한 얼음, 달콤한 와인, 생생한 버블의 완벽한 콜라보! 포도가 최적의 성숙도에 이르렀을 때 수확을 하며, 특별히 기온이 서늘한 밤과 새벽시간에 작업이 이뤄지는데 이는 자연 그대로의 신선한 과일 맛을 보존하기 위함이다. 와인메이커는 특별히 향기로운 이스트 균주와 시원한 발효 과정을 통해 더 많은 향과 맛을 구현해낸다. 발효 후 적절한 보관을 통해 와인의 자연적 밝기와 와인의 밸런스를 유지시킨다.",http://www.wine.co.kr/wine/739
414,Carlo Rossi ICE Peach ,http://www.wine.co.kr/upload/products/wineList/america/20190726043140398.png,10.0%,750ml,White,Still,Semi Sweet,기타,"미국, 캘리포니아",맛있게 잘 익은 복숭아 향,복숭아,Carlo Rossi,신선한 복숭아빛,"각종 디저트, 달콤한 과일","강렬한 태양의 맛을 머금고 있는 과실에서 영감을 얻은 우아하고 상쾌한 맛의 와인! 시원한 얼음, 달콤한 와인, 생생한 버블의 완벽한 콜라보! 포도가 최적의 성숙도에 이르렀을 때 수확을 하며, 특별히 기온이 서늘한 밤과 새벽시간에 작업이 이뤄지는데 이는 자연 그대로의 신선한 과일 맛을 보존하기 위함이다. 와인메이커는 특별히 향기로운 이스트 균주와 시원한 발효 과정을 통해 더 많은 향과 맛을 구현해낸다. 발효 후 적절한 보관을 통해 와인의 자연적 밝기와 와인의 밸런스를 유지시킨다.",http://www.wine.co.kr/wine/738
415,Carlo Rossi Concord 1500ml ,http://www.wine.co.kr/upload/products/wineList/america/20170328050213391.png,13.0%,1.5L,Red,Still,Sweet,기타,"미국, 캘리포니아",풍부한 과일향,스위트 타입의 와인으로 누구나 쉽게 즐길수 있는 대중적인 맛입니다.,Carlo Rossi,다크 체리색,양념 돼지고기 등 강한 양념의 한국 음식,"국내에서 가장 많이 팔리는 와인 브랜드인 칼로로시의 콩코드 와인입니다. 여러가지 품종을 블랜딩하는 다른 칼로로시와는 달리 콩코드 한가지 품종만을 사용하여 만든 스위트 타입의 와인으로, 초보들이 부담없이 마시기 적당하며, 데일리 와인으로도 손색없습니다.",http://www.wine.co.kr/wine/658
416,Carlo Rossi Concord 750ml ,http://www.wine.co.kr/upload/products/wineList/america/20170328044646062.png,13.0%,750ml,Red,Still,Sweet,기타,"미국, 캘리포니아",풍부한 과일향,스위트 타입의 와인으로 누구나 쉽게 즐길수 있는 대중적인 맛입니다.,Carlo Rossi,다크 체리색,양념 돼지고기 등 강한 양념의 한국 음식,"국내에서 가장 많이 팔리는 와인 브랜드인 칼로로시의 콩코드 와인입니다. 여러가지 품종을 블랜딩하는 다른 칼로로시와는 달리 콩코드 한가지 품종만을 사용하여 만든 스위트 타입의 와인으로, 초보들이 부담없이 마시기 적당하며, 데일리 와인으로도 손색없습니다.",http://www.wine.co.kr/wine/652
417,Carlo Rossi White 1500ml ,http://www.wine.co.kr/upload/products/wineList/america/20170328045440604.png,13.0%,1.5L,White,Still,Semi Sweet,기타,"미국, 캘리포니아",풍부한 과일향,세미 스위트 타입의 와인으로 누구나 쉽게 즐길수 있는 대중적인 맛입니다.,Carlo Rossi,엷은 초록빛을 띤 황금색,"샐러드, 해산물, 가금류","세미 스위트 타입의 이 와인은 와인을 처음 접하는 사람들에게 가장 적당하며 파티, 피크닉 등 많은 사람이 함께 즐기면 좋습니다.",http://www.wine.co.kr/wine/655
418,Carlo Rossi White 750ml ,http://www.wine.co.kr/upload/products/wineList/america/20170328044000373.png,13.0%,750ml,White,Still,Semi Sweet,기타,"미국, 캘리포니아",풍부한 과일향,세미 스위트 타입의 와인으로 누구나 쉽게 즐길수 있는 대중적인 맛입니다.,Carlo Rossi,엷은 초록빛을 띤 황금색,"세미 스위트 타입의 이 와인은 와인을 처음 접하는 사람들에게 가장 적당하며 파티, 피크닉등 많은 사람이 함께 즐기면 좋습니다.",,http://www.wine.co.kr/wine/649
